Name,Address,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description,City,Country
Akelaŕe,"Paseo del Padre Orcolaga 56, Donostia / San Sebastián, 20008, Spain",€€€€,"Creative, Traditional Cuisine",-2.0731493,43.3027805,34943311209.0,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/akelare,https://akelarre.net/,3 Stars,0,"Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access","With his impressive CV and distinctive moustache, chef Pedro Subijana is an icon of the restaurant scene and as such commands the utmost respect. As one of the founding fathers of the New Basque Cuisine movement, he believes in constant evolution, and even if the focus here is squarely on creativity and technique his approach is rooted in tradition. Located inside the spectacular hotel of the same name on Mt Igueldo, Akelaré has already celebrated its golden jubilee, and continues to impress with its interior design, views of the Bay of Biscay and meticulous cuisine. Its versatile tasting options (Aranori and Bekarki), which enable guests to mix and match dishes between the two menus, are based on well-established house specialities and innovative new recipes, all of which demonstrate an impressive gastronomic flair. One of its latest innovations is a new plated version of its famous Gin & Tonic, which now comes in the form of a Gin & Tonic tartlet.",Donostia / San Sebastián,Spain
ABaC,"Avenida del Tibidabo 1, Barcelona, 08022, Spain",€€€€,Creative,2.1367664,41.4103822,34933196600.0,https://guide.michelin.com/en/catalunya/barcelona/restaurant/abac,https://abacrestaurant.com/es,3 Stars,0,"Air conditioning,Interesting wine list,Terrace","Tradition, cutting-edge, flavour, attitude and passion, along with a consistent approach, define to perfection the cooking of Jordi Cruz, a chef who conjures up flavours from what he refers to as his “mental palate”. In his elegant restaurant overlooking a tranquil garden he offers diners a unique gastronomic experience that constantly evolves in line with ingredients from the changing seasons. These are always combined with his technical ability as he revisits Mediterranean flavours with a nod to influences from elsewhere around the globe. The experience here, which begins with appetisers in the kitchen, is centred around a single tasting menu featuring new recipes alongside the restaurant’s renowned signature dishes (such as his “dried garland tomatoes with herb bread and parmesan textures”). One complex dish that took us completely by surprise was the “scorched roots, seeds and bark, with chervil ice-cream, smoked scamorza cheese and preserved truffles”, which is inspired by woodland ravaged by fire.",Barcelona,Spain
Cocina Hermanos Torres,"Taquígraf Serra 20, Barcelona, 08029, Spain",€€€€,Creative,2.1400168,41.3865273,34934100020.0,https://guide.michelin.com/en/catalunya/barcelona/restaurant/cocina-hermanos-torres,http://www.cocinahermanostorres.com,3 Stars,1,"Air conditioning,Interesting wine list,Wheelchair access","Once over the threshold, a fascinating experience awaits at Cocina Hermanos Torres – one that transports guests to a world where time has stood still thanks to the magical setting and highly delicate Mediterranean cuisine that takes us away from our everyday day lives. The Torres twins (Sergio and Javier) dreamt of incorporating their culinary microcosmos into the heart of the dining room, transforming the culinary experience into a true spectacle, hence the three cooking stations that dominate the centre of the room, around which tables are arranged beneath romantic “clouds” of light. The cuisine here is centred on a superb tasting menu that invites guests on a gourmet journey extolling the very best seasonal and local ingredients, using them in such a way to extract maximum impact and flavour with a minimum of intervention. The menu features stunning dishes that will delight guests, such as the classic Sea and Mountains, eel pil-pil on a bed of Cristal piquillo peppers and black garlic, and the Iberian suckling pig with apricot and tamarind.",Barcelona,Spain
Noor,"Pablo Ruiz Picasso 8, Córdoba, 14014, Spain",€€€€,Creative,-4.7585272,37.8899393,34957964055.0,https://guide.michelin.com/en/andalucia/cordoba/restaurant/noor,https://noorrestaurant.es/,3 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access","Meaning “light” in Arabic, Noor is so much more than a fine-dining restaurant. Behind every detail there is a multi-faceted team that contributes its knowledge to bring to the fore the essence of the cultured and magical city of Córdoba, which has been a beacon of light since the reign of Caliph Abd al-Rahman III. In the restaurant's bright interior, with its open kitchen and incredible interior design, chef Paco Morales (ably supported by second in command Paola Gualandi) revives the spirit of Andalusian cuisine using modern ideas and techniques. Every season, the restaurant explores a different historical period, currently the “Golden Age”, as part of which three menus (Mudéjar, Morisco and Al-Yazira) reinterpret the splendour of the 16C and 17C. Standout dishes here include the durum wheat with smoked butter and chicken and calamari broth (a reinterpretation of the Abbasiya recipe) and the locally grown oranges with orange blossom, fried almonds and extra virgin olive oil for dessert.",Córdoba,Spain
DiverXO,"Padre Damián 23, Madrid, 28036, Spain",€€€€,Creative,-3.6856715,40.4582913,34915700766.0,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/diverxo,https://diverxo.com/,3 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access","With dishes such as Galician lobster “waking up on the beaches of Goa”, freshwater crab from the mouth of the Guadalquivir River with XO kimchi, nigiri matured for 45 days, and toasted butter risotto with tuber aestivum, Dabiz Muñoz’s fun, hedonistic and often irreverent cuisine breaks the mould of cutting-edge gastronomic cuisine by entering his highly personal and dream-like world. As a result, he ensures a rollercoaster of emotions that constantly challenge the palate. In this striking setting, decorated with flying pigs and huge chrome ants, the single tasting menu invites his guests on a spectacular journey across the world’s different cuisines. And through the predominant use of Spanish ingredients, Muñoz is able to create more recognisable flavours than in the past. Highlighting themes such as invasive species and the Pyrenean ecosystem, the chef works without limits, combining local ingredients with exotic condiments to create intense dishes that are full of contrasts.",Madrid,Spain
Bardal,"José Aparicio 1, Ronda, 29400, Spain",€€€€,Creative,-5.16655,36.74161,34951489828.0,https://guide.michelin.com/en/andalucia/ronda/restaurant/bardal,https://restaurantebardal.com/,2 Stars,0,"Air conditioning,Wheelchair access","Some call Ronda the ""city of dreams"". But without drifting off into reverie, we are indeed talking about one of the most beautiful towns in Andalusia, where Bardal, not far from the impressive bridge over El Tajo de Ronda, is now a flagship of the local restaurant scene.Chef Benito Gómez, a Catalan by birth who has made Andalusia his home, cooks up creative cuisine, steering clear of gimmickry and labels. Recognisable flavours that have a connection to local tradition undergo a transformation in a subtle interplay of contrasts and textures. Diners are given a choice of two tasting menus, one with 16 and the other with 19 courses. Both come with wine pairing options and a trolley with a large selection of cheeses before dessert.",Ronda,Spain
Amelia by Paulo Airaudo,"Zubieta 26, Donostia / San Sebastián, 20007, Spain",€€€€,Creative,-1.9859469,43.3168594,34943845647.0,https://guide.michelin.com/en/pais-vasco/es-donostia-san-sebastian/restaurant/amelia-1191398,https://www.ameliarestaurant.com/,2 Stars,0,"Air conditioning,Counter dining,Garden or park,Wheelchair access","In terms of technical excellence and personality, this place is constantly striving to be different, to win over diners and be the benchmark restaurant of the La Concha Bay.Housed in the Villa Favorita hotel, this restaurant is presided over by chef Paulo Airaudo, who hails from Córdoba (Argentina). He concocts creative cuisine that stands out for its excellent fish and seafood, combining the essence of Basque culinary tradition with subtle Italian and Asian influences. The decor strikes an aesthetic balance between classic and modern. There are three large tables and a bar where you can eat while watching the chefs at work – they also serve the dishes themselves. A single tasting menu based on select produce from around the world is proposed, with the option to order pairings and wines by the glass.",Donostia / San Sebastián,Spain
El Rincón de Juan Carlos,"Avenida Virgen de Guadalupe 21, La Caleta, Adeje, 38679, Spain",€€€€,Creative,-16.7535126,28.1018325,34922868040.0,https://guide.michelin.com/en/canarias/adeje/restaurant/el-rincon-de-juan-carlos-1194880,https://web.elrincondejuancarlos.com,2 Stars,0,"Air conditioning,Great view","If you’re on the lookout for an authentic gourmet experience and you’re not familiar with the elaborate cooking of the Padrón brothers (Juan Carlos and Jonathan) at the Royal Hideaway Corales Beach resort, it’s high time to book a table! Located on the fifth floor of this innovatively designed hotel, the restaurant delights guests with the ocean and sunset views from several of its tables and the high level of service and cuisine, with many of its dishes eliciting a strong emotional response. In keeping with its philosophy, the focus here is on traditional Canary Island recipes (albeit from a creative perspective) and a high level of refinement in its presentation. There’s just a single yet extensive tasting menu along with several wine pairing options (we were particularly impressed and surprised by the pigeon with seasonal cep mushrooms, as well as the intense flavour of the neck of lamb with mint escabeche). One dish that is a mainstay on the menu due to its popularity is the delicious Turrón of Canary Island morcilla and almond praline.",Adeje,Spain
El Poblet,"Correos 8-1º, Valencia, 46002, Spain",€€€€,Creative,-0.3745175,39.469784,34961111106.0,https://guide.michelin.com/en/comunidad-valenciana/valencia/restaurant/el-poblet,http://www.elpobletrestaurante.com,2 Stars,0,"Air conditioning,Interesting wine list,Wheelchair access","El Poblet was the original name of Quique Dacosta's famous restaurant in Dénia, which now bears his own name. This place was founded by the culinary maestro as a tribute to his own history. Dedicated to cooking with produce from the region, especially his beloved Albufera, Luís Valls is now at the helm here. His cooking is centred around a fusion of innovation and modern Valencian cuisine that is deeply rooted in tradition and teeming with personality. This is showcased via exquisite textures, bold flavours, top-quality local produce and even a reinvented take on cold cuts that will definitely leave an impression. Choose between several menus (one à la carte and two tasting menus entitled Ciutat Vella and Territori). There is no shortage of great labels in the wine cellar, plus an incredible collection of single malt whiskies!",Valencia,Spain
El Molino de Urdániz,"Carretera N 135, Urdaitz, 31698, Spain",€€€€,Creative,-1.533913,42.909132,34948304109.0,https://guide.michelin.com/en/comunidad-foral-de-navarra/urdaitz/restaurant/el-molino-de-urdaniz,http://www.elmolinourdaniz.com,2 Stars,1,"Air conditioning,Car park","The last thing you expect in a mansion such as this, the stone façade of which has, over the centuries, witnessed the passing of pilgrims heading to Santiago de Compostela along the Way of St James, is innovative cuisine that is well worth a break in your journey.Its interior is both rustic and contemporary in style, with three separate sections: the dining area at the entrance; the fine-dining room upstairs; plus an exclusive space (with just three tables) where you can eat while watching the chefs at work. Chef David Yárnoz prepares sincere, creative cuisine that is captivating in terms of both its aesthetics and its flavour, and always showcases the outstanding produce of the Navarra region. This is demonstrated on a single surprise menu (Clásicos y Evolución) featuring the restaurant’s signature dishes alongside its more recent creations.",Urdaitz,Spain
Ramón Freixa Madrid,"Claudio Coello 67, Madrid, 28001, Spain",€€€€,Creative,-3.6861735,40.4284323,34917818262.0,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/ramon-freixa-madrid,http://www.ramonfreixamadrid.com,2 Stars,0,"Air conditioning,Interesting wine list","Full of enthusiasm, a perfectionist, approachable and fun, chef Ramón Freixa learnt the ropes as a child, pitching in at his family's restaurant in Barcelona (El Racó d'en Freixa). At his eponymous eatery, he advocates a style of behaviour rather than a culinary doctrine: “the whole philosophy behind my cooking, just as in art and in life, revolves around the pursuit of happiness”. This elegant restaurant, part of the Hotel Único Madrid, boasts strikingly beautiful flooring, a main dining room, a private dining space, plus a glass-fronted terrace resembling a veranda, all of which combine to create a truly luxurious setting in the Salamanca district. Working with complex flavours, the meticulous cuisine is centred around several tasting menus (“Temporalidad RFM”, “Descubriendo RFM” and “Universo Freixa”; plus the “Petit Menú”, available for lunch from Tuesday to Friday) which might seem rather eccentric at first, but it soon becomes clear that they strike the perfect balance between traditional and cutting-edge cuisine.",Madrid,Spain
Smoked Room,"Paseo de la Castellana 57, Madrid, 28046, Spain",€€€€,Contemporary,-3.691358,40.4385556,34911086277.0,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/smoked-room,https://grupodanigarcia.com/es/,2 Stars,0,"Air conditioning,Counter dining,Interesting wine list","This place is somewhat reminiscent of a speakeasy, and a meal here is quite the experience. They play ingeniously with smoky flavours and aromas without ever overwhelming the palate. Located in the Hyatt Regency Hesperia Madrid, Smoked Room has its own entrance and, positioning itself as an exclusive alternative, shares its space with the restaurant Leña Madrid. The aesthetically pleasing dining area has an intimate feel and features a Japanese-style bar facing the kitchen as well as just two tables. Sophisticated cuisine is showcased here in a single tasting menu (""Todo es humo"" – or ""Everything is smoke""), which is based on lightly smoked and charcoal-grilled dishes and always features exquisite combinations of the finest seasonal produce, matured fish and meats, seaweed etc. Reservations are taken from the 15th of each month.",Madrid,Spain
Culler de Pau,"Reboredo 73, O Grove, 36980, Spain",€€€€,Creative,-8.8957637,42.4752854,34986732275.0,https://guide.michelin.com/en/galicia/o-grove/restaurant/culler-de-pau,https://www.cullerdepau.com/es/,2 Stars,1,"Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access","O Grove, a peninsula with stunning coves of fine white sand, is the location of Culler de Pau, a restaurant separated from the sea by a valley full of cornfields and small orchards; it is also where chef Javier Olleros has his family home and where he runs this business with his wife, Amaranta Rodríguez, and Japanese chef Takahide Tamaka. The ethos behind this restaurant is underpinned by a concern about issues such as obesity, the climate crisis and fast food culture. In the minimalist-style dining area with large windows and spectacular views of the estuary, discover “zero-mile” cooking on a “symbolic” à la carte and three set menus (Ronsel, Marexada and Descuberta) that reflect a commitment to the environment and to the Atlantic. Culler de Pau has its own vegetable garden, hence its desire for guests to share in the immediate pleasure of tasting herbs and other produce that has just been harvested and which form the basis of its aromatic soups. Make sure you take a stroll through the garden before eating and enjoy a coffee in the stylish winter greenhouse!",O Grove,Spain
Cabaña Buenavista,"Urbanización Buenavista, El Palmar, 30120, Spain",€€€€,Creative,-1.163767,37.92464,34968889006.0,https://guide.michelin.com/en/region-de-murcia/region-de-murcia-el-palmar/restaurant/cabana-buenavista,https://restaurantelacabana.com/,2 Stars,0,"Air conditioning,Car park,Garden or park,Interesting wine list,Terrace,Wheelchair access","A culinary experience in every sense! From the moment you enter, you are guided through a surprising sequence of flavours and sensations, starting with appetisers (served in the grounds, in the kitchen garden, and on the terrace etc) and ending with main dishes (we particularly enjoyed the venison and braised chard) served in a spectacular thatched hut. Chef Pablo González's cuisine is creative and teeming with frequent nods to Murcia’s culinary traditions. The presentation is equally impressive, with finishing touches to many of his unusual dishes added at your table. The cuisine, based around a limited à la carte and two tasting menus (Olivo and Experience), takes on a new dimension when it comes to desserts, as guests have to choose between different coloured pills on a tray (a reference to the legendary scene in the film Matrix). Their choice will result in the re-creation (on a plate) of other cult movies (The Silence of the Lambs, Charlie and the Chocolate Factory, Clockwork Orange etc)!",El Palmar,Spain
Les Cols,"Carretera de la Canya, Olot, 17800, Spain",€€€€,Creative,2.5009,42.1946503,34972269209.0,https://guide.michelin.com/en/catalunya/olot/restaurant/les-cols,https://www.lescols.com/,2 Stars,1,"Air conditioning,Car park,Interesting wine list,Restaurant offering vegetarian menus,Wheelchair access","Ably assisted by her three daughters (Clara, Martina and Carlota) and her husband Manuel Puigvert, chef Fina Puigdevall builds her creativity around seasonality, sustainability (the family has its own vegetable garden which can be visited at the Casa Horitzó R&D centre in the Vall de Bianya) and the use of produce from the volcanic region of La Garrotxa – they are also staunch advocates of the “food that hasn't travelled” concept. Today, the old family farm is a building with a remarkably cutting-edge interior design that revolves around a relationship between the dining spaces and nature. This is especially noticeable in the events pavilion, which is visually ethereal and where hens roam freely! Two tasting menus are available here: Naturaleza Viva & Mística (Living and Mystical Nature) and Horizonte Verde & Sostenible (Green & Sustainable Horizon).",Olot,Spain
Paco Roncero,"Alcalá 15, Madrid, 28014, Spain",€€€€,Creative,-3.7002477,40.4176733,34915321275.0,https://guide.michelin.com/en/comunidad-de-madrid/madrid/restaurant/la-terraza-del-casino,https://www.pacoroncerorestaurante.com,2 Stars,0,"Air conditioning,Interesting wine list,Terrace","In this elegant avant-garde space on the top floor of a 19C building, this restaurant is run by Paco Roncero, a chef who is constantly on the move and constantly pursuing new goals, which includes reinventing his cuisine from one year to the next. In this splendid setting, you can look forward to a comprehensive and highly interactive dining experience that is centred on two highly interesting menus: “Esencia” (lunchtime from Tuesday to Friday only) and “Afirmación”. The chef, who has an unwavering enthusiasm for olive oil, demonstrates his full creativity and imagination in his starters (his signature Filipino of foie gras with white chocolate and cardamom is a prime example), before moving on to delicious, traditionally inspired mains in which seasonal ingredients are to the fore, before surprising guests with desserts that combine sweet and savoury flavours (such as the highly original beetroot with black garlic). The spectacular terrace is an added bonus!",Madrid,Spain
Miramar,"Passeig Marítim 7, Llançà, 17490, Spain",€€€€,"Creative, Catalan",3.1601265,42.3710822,34972380132.0,https://guide.michelin.com/en/catalunya/llan/restaurant/miramar,http://www.restaurantmiramar.com,2 Stars,0,"Air conditioning,Great view,Interesting wine list,Terrace,Wheelchair access","This wonderful restaurant is the professional epicentre of chef Paco Pérez, who has proved unstoppable in taking his culinary concept from this small town out into the demanding international arena. His wife, Montse Serra, has played a key role in his career, working with him to take over this family inn overlooking the beach and marina. After a major overhaul, it has become a renowned fine dining hotspot and the perfect place to discover 21C Mediterranean cuisine. The concise à la carte features innovative dishes that showcase his famous “sea and mountains” concept alongside two superb tasting menus: MAЯ 2023, dedicated to locally sourced ingredients, alongside a handful of Galician products; and “Memoria, Territorio y Cultura”, which is more focused on the cooking of the Empordà region. The best tables are by the window, while the guestrooms are an added bonus.",Llançà,Spain
Ricard Camarena,"Avenida Burjassot 54, Valencia, 46009, Spain",€€€€,Creative,-0.3852003,39.48512,34963355418.0,https://guide.michelin.com/en/comunidad-valenciana/valencia/restaurant/ricard-camarena,https://www.ricardcamarena.com/,2 Stars,1,"Air conditioning,Interesting wine list,Wheelchair access","This magnificent place is part of the refurbished Bombas Gens factory, which also houses an arts and culture centre. Here, there is a large foyer with a contemporary feel, a private bar where hors d'oeuvres are served, and the modern dining room at the back, with an open-plan kitchen where you can enjoy a final aperitif.Along with seven other chefs, Ricard Camarena was distinguished/commended with the Cocinero del Año award (Madrid Fusión, 2021) for his ""green activism"". His is a coherent signature cuisine solidly grounded in homegrown vegetables and a painstaking process of research. His set menus convey a clear commitment to sustainability, as he uses every last leaf of the vegetables to make his sauces or even the occasional beverage.",Valencia,Spain
Skina,"Aduar 12, Marbella, 29601, Spain",€€€€,Modern Cuisine,-4.8857086,36.5114458,34952765277.0,https://guide.michelin.com/en/andalucia/marbella/restaurant/skina,https://www.restauranteskina.com/,2 Stars,0,"Air conditioning,Interesting wine list,Terrace","(Temporarily closed for relocation) Real gems are often hidden in unusual and rather obscure places, but rarely in such a tiny venue as this! Tucked away in one the narrow streets of Marbella's old town, this restaurant has only four tables. Marcos Granda, its famous owner and sommelier, justifies the small size of the place perfectly, saying, ""What Skina has to offer is huge.""The young chef from Toledo, Mario Cachinero, proposes creative and sincere cuisine that strives to put a new spin on traditional Andalusian recipes and that he describes as being ""all about harmonies and contrasts"". However, to achieve this, the raw ingredients (wild Galician fish caught by traditional methods, premium oils from Jaén produced in mountain olive groves, select cuts of meat etc) are meticulously and skilfully put to work in order to bring out even more of their flavour.",Marbella,Spain
